"Time","Source","Destination","src_mac","dest_mac","Protocol","Info","Length","Source Port","Destination Port","channel","Channel frequency","Channel","Channel","Channel"
"0.424665423","192.168.161.9","192.168.53.39","88:f0:31:04:19:97","b8:03:05:1e:8d:d6","UDP","37054  >  48954 Len=42","84","","","","","","",""
"0.428048237","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1076","1118","","","","","","",""
"0.430954765","192.168.161.9","192.168.53.39","88:f0:31:04:19:97","b8:03:05:1e:8d:d6","UDP","37054  >  48954 Len=135","177","","","","","","",""
"0.438669930","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1076","1118","","","","","","",""
"0.449372782","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1076","1118","","","","","","",""
"0.450944304","192.168.161.9","192.168.53.39","88:f0:31:04:19:97","b8:03:05:1e:8d:d6","UDP","37054  >  48954 Len=80","122","","","","","","",""
"0.465895170","192.168.161.9","192.168.53.39","88:f0:31:04:19:97","b8:03:05:1e:8d:d6","UDP","37054  >  48954 Len=42","84","","","","","","",""
"0.466381993","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=38","80","","","","","","",""
"0.470050817","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1138","1180","","","","","","",""
"0.477882271","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","STUN","Binding Request user: ykhEhr4UyH1QM6ZU:DEf4","150","","","","","","",""
"0.480435932","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1138","1180","","","","","","",""
"0.483765218","192.168.161.9","192.168.53.39","88:f0:31:04:19:97","b8:03:05:1e:8d:d6","STUN","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.53.39:48954","106","","","","","","",""
"0.490927222","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1138","1180","","","","","","",""
"0.499845825","192.168.161.9","192.168.53.39","88:f0:31:04:19:97","b8:03:05:1e:8d:d6","UDP","37054  >  48954 Len=150","192","","","","","","",""
